Pays,iso3,date,real_gdp_growth_qoq,gdp_level,final_consumption_expenditure,cpi_index,short_term_interest,trade_balance_usd_billion,reer_ic37_41_cpi
South Korea,KOR,2008Q3,0.663723551,305991500,1134944800,87.1518,5.6933333333,-7.610315,83.418188
Spain,ESP,2008Q3,-0.211655143,270562,1143726,92.9874,4.9817907667,-33.199043,100.724874
Sweden,SWE,2008Q3,-0.765072851,850050,3161837,97.36208,4.41,3.5643494000000002,99.590926
Switzerland,CHE,2008Q3,0.580707519,157220.4,395173.10000000003,101.9733,2.1716449087,4.643657,67.936856
Turkey,TUR,2008Q3,-1.363971118,254186,1067081.2,59.75785,NA,-18.099586,167.261076
USMCA,USMCA,2008Q3,-0.367822,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,2008Q3,-1.641701269,404265,1859885,87.5,5.83633,-44.59211,93.749882
United States,USA,2008Q3,-0.525258051,3698182,11337958.6,92.30688,3.0566666667,-214.728,75.44607
Australia,AUS,2008Q4,-0.426266485,316940,926138.7,NA,5.06,3.5918223499999997,78.203512
Austria,AUT,2008Q4,-2.541189585,71529.4,289726.5,88.3836,4.2146686667,-2.3760718,100.21791
Belgium,BEL,2008Q4,-2.170715825,86590.2,354804.7,90.07706,4.2146686667,-0.9784358000000001,100.903972
Canada,CAN,2008Q4,-1.160303228,413274,1697099,89.51804,1.4628333333,5.3208676299999995,94.336544
Chile,CHL,2008Q4,-0.803044188,23902328.8,69437619.4,85.06966,NA,-0.9384493,NA
Colombia,COL,2008Q4,-1.68338013,125882037,406955022.6,81.57938,10.09,-1.6030969000000002,NA
Costa Rica,CRI,2008Q4,-1.005297408,4180585.6,14525303.4,76.39279,NA,-1.1362433,NA
Czechia,CZE,2008Q4,-2.168800894,994460,3806627,90.5,4.1051539075,-0.02626925,107.227328
Denmark,DNK,2008Q4,-1.87853401,448645.5,1756116.4,90.1,5.7859266,1.2345915,101.611784
EA20,EA20,2008Q4,-1.721986,2478534.5,10157933.6,91.46,4.2146686667,NA,NA
Estonia,EST,2008Q4,-11.866289804000001,3965,16324.4,88.49316,7.26,-0.7220025,98.880944
European Union,EU27,2008Q4,-1.724406,2843005.6,11572208.3,90.85,NA,-28.720524,103.86405333333333
Finland,FIN,2008Q4,-2.175900203,50167,190262,91.13378,4.2146686667,0.8625734,100.349786
France,FRA,2008Q4,-1.261246111,492561.7,2111364.4,92.95,4.2146686667,-20.566443,101.314592
G20,G20,2008Q4,-1.24294,NA,NA,81.46664,NA,NA,NA
G7,G7,2008Q4,-2.044595,NA,NA,90.43674,NA,-188.33211,NA
Germany,DEU,2008Q4,-1.552860447,639522,2654601,92.17256,4.2146686667,46.697230000000005,101.079512
Greece,GRC,2008Q4,-0.692550494,59195.1,295267.6,93.97079,4.2146686667,-13.703541000000001,98.73179999999999
Hungary,HUN,2008Q4,-3.523471515,7289030.1,27426179,82.23538,10.4919176667,0.14546622,116.801592
Iceland,ISL,2008Q4,5.313153052,442657,1634879.9,77.78393,17.3833333333,0.15900353,NA
Ireland,IRL,2008Q4,-4.776430409,45249.9,173705,99.85912,4.2146686667,11.500668000000001,103.024432
Israel,ISR,2008Q4,-0.593685884,201899,837637.5,89.44954,2.8962206119,-3.393509,NA
Italy,ITA,2008Q4,-2.38538572,427669.8,1799348.3,91.09369,4.2146686667,-5.03714978,100.83615400000001
Japan,JPN,2008Q4,-2.371217968,137328900,536873450,98.14202,0.8366666667,-7.947153,112.04252
Latvia,LVA,2008Q4,-2.89986246,5839.9,24090.6,92.69434,12.0533333333,-1.0610633,97.123638
Lithuania,LTU,2008Q4,-1.016354365,8035.4,38579.6,89.7322,8.021771821,-1.4624266,97.511862
Luxembourg,LUX,2008Q4,-3.606630139,10161.8,27391.2,88.67,4.2146686667,-1.4452387,100.573778
Mexico,MEX,2008Q4,-1.578025174,3254796.3,10565507.299999999,79.05527,8.8033333333,-7.237169,108.800056
Netherlands,NLD,2008Q4,-1.100126977,163052,597204,89.09,4.2146686667,11.819105,100.82086
New Zealand,NZL,2008Q4,-0.643671584,47621,208017,NA,6.3033333333,-0.6173557000000001,73.59036
Norway,NOR,2008Q4,0.225848988,659759,2101843,89,5.9133333333333304,NA,101.992694
OECD,OECD,2008Q4,-1.948553801,NA,NA,88.69319,NA,-228.59891,NA
OECDE,OECDE,2008Q4,-1.735672,NA,NA,88.41497,NA,NA,NA
Poland,POL,2008Q4,0.186545343,328631.2,1456461.8,87.58649,6.43,-7.910787,110.551084
Portugal,PRT,2008Q4,-1.242108249,46078.6,217634.80000000002,92.30976,4.2146686667,-7.772723,100.86684
Slovakia,SVK,2008Q4,1.211497411,17245,72233.1,90.78766,3.3633333333,-0.6621049,98.28773600000001
Slovenia,SVN,2008Q4,-3.45986098,9464.9,35877.7,91.55,4.2146686667,-0.5519513,98.464904
South Korea,KOR,2008Q4,-3.373817487,299860500,1127484600,86.83766,5.4433333333,0.7244180000000001,72.026108
Spain,ESP,2008Q4,-1.55071644,287500,1173874,92.43501,4.2146686667,-24.545542,100.743928
Sweden,SWE,2008Q4,-3.749786287,834795,3249495,95.41853,2.8833333333,2.9097738,92.135164
Switzerland,CHE,2008Q4,-2.270847335,154109,396878.8,101.324,0.7395465093,3.6307955,71.179144
Turkey,TUR,2008Q4,-1.641058053,250397.1,1063695.3,61.56916,NA,-12.79229,150.31314
USMCA,USMCA,2008Q4,-2.053567,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,2008Q4,-2.115997428,403574,1835327,87.1,4.58411666666667,-33.943474,87.986592
United States,USA,2008Q4,-2.189026595,3698360,11145457.1,88.69743,2.8166666667,-172.856,85.966438
Australia,AUS,2009Q1,1.00611218,318421,901107.6,NA,3.3533333333,4.723526,78.06109000000001
Austria,AUT,2009Q1,-1.088108272,70715.4,276146.5,88.46613,2.0116761,-1.4804781,101.439212
Belgium,BEL,2009Q1,-0.997549877,82764.9,342296.5,89.95813,2.0116761,2.1612641,101.748032
Canada,CAN,2009Q1,-2.256581424,375035,1642401,90.07111,0.6458333333,-0.5411425,92.51255
Chile,CHL,2009Q1,-0.486364714,23247624.5,64663759.2,83.35712,4.5966666667,1.9516699,NA
Colombia,COL,2009Q1,0.26738256,118670318.3,385573940.2,83.16202,8.9466666667,-0.40819885,NA
Costa Rica,CRI,2009Q1,-2.555335734,4190451.1,14073122.5,77.02956,NA,-0.48586714,NA
Czechia,CZE,2009Q1,-3.212960028,995102,3592268,92.1,2.7114401154,0.9709802559999999,99.824318
Denmark,DNK,2009Q1,-1.960202027,434496.3,1703787.8,91.2,3.8598525667,1.9966865,102.946454
EA20,EA20,2009Q1,-3.065014,2335047.6,9805926.9,91.44,2.0116761,NA,NA
Estonia,EST,2009Q1,-2.638441435,3673.5,14983.6,87.21139,7.0966666667,-0.3757846,100.483388
European Union,EU27,2009Q1,-2.930805,2555158.7,11047802.8,91.08,NA,-9.948388,108.22389444444444
Finland,FIN,2009Q1,-6.498836549,43709,180598,91.04994,2.0116761,0.07244611999999999,101.910838
France,FRA,2009Q1,-1.873257647,482130.6,2066350.3,93.09,2.0116761,-18.675615999999998,102.227958
G20,G20,2009Q1,-1.51169,NA,NA,82.20337,NA,NA,NA
G7,G7,2009Q1,-2.259189,NA,NA,91.01039,NA,-147.36263,NA
Germany,DEU,2009Q1,-4.687181288,615571,2573666,92.07927,2.0116761,34.295860000000005,102.468658
Greece,GRC,2009Q1,-5.036174414,57416.7,273444.4,94.51437,2.0116761,-11.396603,99.956
Hungary,HUN,2009Q1,-4.210427092,6011404.4,26586144,83.93782,NA,0.58277438,106.113518
Iceland,ISL,2009Q1,-9.42003327,376692.1,1601128.7,78.14818,17.96,0.0775259,NA
Ireland,IRL,2009Q1,-0.118443407,43132.3,158158.9,97.8064,2.0116761,12.389825,103.915262
Israel,ISR,2009Q1,0.382508207,205808,841219.1,89.22018,0.8006809163,-1.4602661000000001,NA
Italy,ITA,2009Q1,-2.455036715,374351.6,1724404.9,91.22677,2.0116761,-3.2323654,101.919884
Japan,JPN,2009Q1,-4.435129054,123403400,518570725,97.63299,0.6933333333,-8.2711298,116.947368
Latvia,LVA,2009Q1,-5.311369905,4564.9,20622.899999999998,95.97441,11.53,-0.7216119,99.31509
Lithuania,LTU,2009Q1,-12.307166553,7104.6,33531.700000000004,92.4393,7.654063492,-0.44662873,99.391266
Luxembourg,LUX,2009Q1,-2.698300465,9369.4,26460.1,89.07,2.0116761,-1.0657223,101.48886
Mexico,MEX,2009Q1,-6.167116317,3042737.8,10013772,79.87028,7.9366666667,-3.1529029,99.660982
Netherlands,NLD,2009Q1,-2.284505388,158583,587152,90.85,2.0116761,11.745394000000001,101.80916
New Zealand,NZL,2009Q1,-0.89052506,47589,197929,NA,3.6733333333,-0.040433119999999996,68.71768399999999
Norway,NOR,2009Q1,-1.283806899,609080,2047659,89.4,3.45,NA,103.28766
OECD,OECD,2009Q1,-2.336428975,NA,NA,89.25607,NA,-140.35889,NA
OECDE,OECDE,2009Q1,-2.947131,NA,NA,88.63567,NA,NA,NA
Poland,POL,2009Q1,1.192726259,337621.7,1521752.2,89.45869,4.5133333333,-3.664514,93.57973799999999
Portugal,PRT,2009Q1,-2.53091746,41328.6,203480.1,92.39634,2.0116761,-6.557086,101.48192999999999
Slovakia,SVK,2009Q1,-9.740694883,14989.2,67578.4,90.91002,2.0116761,-0.7787497999999999,100.913644
Slovenia,SVN,2009Q1,-5.123217506,8955.2,34679.2,92.48,2.0116761,-0.11858603000000001,100.076182
South Korea,KOR,2009Q1,0.26371824,301904400,1122579100,88.17119,2.79,6.299281,70.242338
Spain,ESP,2009Q1,-2.674253979,258858,1144272,91.45547,2.0116761,-16.751076,101.609774
Sweden,SWE,2009Q1,-0.924765348,826403,3163854,95.35789,0.8666666667,2.5901291,86.917674
Switzerland,CHE,2009Q1,-1.619422649,151737.5,395349.3,100.3795,0.105630564,3.2193644,72.938706
Turkey,TUR,2009Q1,-6.872055493,241356.8,983265.9,62.21386,NA,-5.7122209999999995,142.402762
USMCA,USMCA,2009Q1,-1.709176,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,2009Q1,-2.022904296,388315,1800713,87.3,2.08817666666667,-28.948245,81.61962
United States,USA,2009Q1,-1.134874297,3522117,10945814.4,89.74419,1.0833333333,-121.99000000000001,87.794388
Australia,AUS,2009Q2,0.617159306,313814,940513.4,NA,3.16,-1.2958850000000002,86.676446
Austria,AUT,2009Q2,-0.545346442,71392.4,288479.1,88.79623,1.3106363667,-1.7337877,101.397528
Belgium,BEL,2009Q2,0.1568732,86040.4,352043.7,89.90858,1.3106363667,5.59173,101.767782
Canada,CAN,2009Q2,-1.07869505,382727,1701084,90.94022,0.243,-1.8939983999999999,95.923002
Chile,CHL,2009Q2,-0.582358636,23481162.4,65238235.4,83.33214,1.39,3.6845445000000003,NA
Colombia,COL,2009Q2,1.104224768,120784888.3,396196283.90000004,83.39044,6.28,0.11377750000000002,NA
Costa Rica,CRI,2009Q2,1.499830204,4325048.8,14101007,77.31783,NA,-0.5667632,NA
Czechia,CZE,2009Q2,-0.493303216,982720,3702445,92,2.322161844,1.9262524,103.18556000000001
Denmark,DNK,2009Q2,-1.823408675,426852.7,1738546.8,91.6,2.6512780667,3.4614582,102.933762
EA20,EA20,2009Q2,0.002932,2332955.9,9914862.4,91.99,1.3106363667,NA,NA
Estonia,EST,2009Q2,-3.393479283,3528.5,14385.300000000001,86.54487,6.3266666667,-0.19105287,100.38189
European Union,EU27,2009Q2,-0.025936,2642530.1,11204957.3,91.69,NA,20.216867999999998,108.32320111111112
Finland,FIN,2009Q2,-0.425223389,45585,186321,91.13378,1.3106363667,0.796872393,101.932
France,FRA,2009Q2,0.171133431,482722.1,2066281.5,93.5,1.3106363667,-18.05128,102.29494
G20,G20,2009Q2,0.97048,NA,NA,82.96051,NA,NA,NA
G7,G7,2009Q2,0.006751,NA,NA,91.85266,NA,-109.02542000000001,NA
Germany,DEU,2009Q2,0.246481493,618581,2624194,92.35915,1.3106363667,45.07846,102.517468
Greece,GRC,2009Q2,2.567166369,58781.1,290003.6,94.95932,1.3106363667,-12.030585,99.906266
Hungary,HUN,2009Q2,0.048587817,6560847.2,27123546,85.86233,10.4760043333,1.5656702999999998,109.13575
Iceland,ISL,2009Q2,-0.998181064,397989,1676541,80.48837,10.4233333333,0.037882990000000005,NA
Ireland,IRL,2009Q2,0.46715777000000003,43027.1,152467.2,96.35741,1.3106363667,13.64732,104.126934
Israel,ISR,2009Q2,0.885508966,210788.8,861722.3,91.2844,0.3582531194,-0.95269742,NA
Italy,ITA,2009Q2,-0.536418687,393501,1740792.4,91.69255,1.3106363667,-0.9117786999999999,101.989552
Japan,JPN,2009Q2,1.1196424,123545600,520636375,97.32757,0.5766666667,8.6370482,107.963174
Latvia,LVA,2009Q2,-6.201918812,4758.5,20503.6,94.59816,15.6966666667,-0.4910646,99.130566
Lithuania,LTU,2009Q2,-1.12274883,6843.1,34230.1,91.9001,7.2942539683,-0.5355634,99.289148
Luxembourg,LUX,2009Q2,2.00110278,9644.9,26837.7,89.83,1.3106363667,-1.2879595,101.405212
Mexico,MEX,2009Q2,-1.684586122,3116731.1,9987118,80.06355,5.7766666667,-0.8929317999999999,104.324516
Netherlands,NLD,2009Q2,-0.927718791,157043,594249,90.85,1.3106363667,12.95284,101.76436
New Zealand,NZL,2009Q2,-0.06017846,47604,204310,NA,2.9066666667,-0.17352787,74.557522
Norway,NOR,2009Q2,-0.63755381,619539,2127842,90.4,2.45666666666667,NA,104.25406
OECD,OECD,2009Q2,0.121584358,NA,NA,89.98921,NA,-85.27424,NA
OECDE,OECDE,2009Q2,0.217516,NA,NA,89.17484,NA,NA,NA
Poland,POL,2009Q2,0.212577407,339652.8,1505247.9,90.76109,4.4533333333,-3.1049107,94.412916
Portugal,PRT,2009Q2,0.107316425,44011.1,207158.6,92.51576,1.3106363667,-6.2627809999999995,101.503726
Slovakia,SVK,2009Q2,1.704393506,15857.4,69095.59999999999,91.15473,1.3106363667,0.24605066000000003,100.653398
Slovenia,SVN,2009Q2,-0.818716571,8911.6,36556.7,93.68,1.3106363667,0.013650050000000002,99.915342
South Korea,KOR,2009Q2,1.351865579,310712600,1154889600,88.32721,2.4133333333,13.512666,74.98318
Spain,ESP,2009Q2,0.065706716,273102,1130847,92.72298,1.3106363667,-13.278127999999999,101.58257
Sweden,SWE,2009Q2,0.063298278,826943,3310208,95.48875,0.3866666667,3.6665022,88.235004
Switzerland,CHE,2009Q2,0.314149031,152237.6,395506.8,101.608,0.089551589,5.1322030000000005,72.34831199999999
Turkey,TUR,2009Q2,4.543998507,248485.4,1048939,62.69355,NA,-10.031171,143.966096
USMCA,USMCA,2009Q2,-0.386861,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,2009Q2,-0.289217387,380351,1811650,88.1,1.37775,-30.613884,84.662604
United States,USA,2009Q2,-0.178650951,3598010,11019889.1,91.00317,0.6166666667,-111.27,83.791892
Australia,AUS,2009Q3,0.353976255,314857,943722.6,NA,3.27,-2.8398250000000003,90.905136
Austria,AUT,2009Q3,0.337542576,71842.7,289247.7,88.96127,0.8691745333,-1.3843619,101.281866
Belgium,BEL,2009Q3,1.393155263,87777.6,352553.9,89.88876,0.8691745333,4.447088,101.78114
Canada,CAN,2009Q3,0.447240509,407002,1711987,90.62418,0.228,-1.5665223,98.590982
Chile,CHL,2009Q3,1.196392709,22980234,66685878.5,83.53201,0.5166666667,4.680422,NA
Colombia,COL,2009Q3,1.020835563,129062119.1,401381168.90000004,83.30886,5.04,0.024614850000000008,NA
Costa Rica,CRI,2009Q3,1.261309069,4493611.7,14390606.2,78.62686,NA,-0.8457874999999999,NA
Czechia,CZE,2009Q3,0.421832279,978842,3707796,91.2,1.9678643579,2.537486,107.316768
Denmark,DNK,2009Q3,0.278608301,432308,1736013.5,91.6,1.92155,4.148499,102.7504
EA20,EA20,2009Q3,0.357733,2329898.7,9923346.8,91.71,0.8691745333,NA,NA
Estonia,EST,2009Q3,-1.805141377,3431,13572.8,87.16012,5.8633333333,-0.23134507999999998,100.137668
European Union,EU27,2009Q3,0.394059,2651717.9,11258003.5,91.44,NA,21.897591,108.24085333333333
Finland,FIN,2009Q3,0.956410509,44916,184900,90.9661,0.8691745333,-0.38547691999999995,101.84263
France,FRA,2009Q3,0.15951052,483338.5,2050007.8,93.33,0.8691745333,-15.878062,102.3573
G20,G20,2009Q3,1.17544,NA,NA,83.6039,NA,NA,NA
G7,G7,2009Q3,0.202682,NA,NA,91.90705,NA,-118.21663000000001,NA
Germany,DEU,2009Q3,0.620537968,624956,2654870,92.26585,0.8691745333,49.88965,102.466986
Greece,GRC,2009Q3,-0.340043165,58858.5,291864.7,95.33872,0.8691745333,-12.677695,99.935476
Hungary,HUN,2009Q3,-0.052531159,6610504.4,26894440,86.67654,9.2622346667,1.7176387,114.770882
Iceland,ISL,2009Q3,1.690454548,430929.6,1697023.6,81.68853,8.1666666667,0.19265114,NA
Ireland,IRL,2009Q3,-0.767919602,42358.8,150292,95.63293,0.8691745333,14.041308,104.430384
Israel,ISR,2009Q3,0.749470268,211285,903174.6,92.43119,0.5503677122,-1.5635706,NA
Italy,ITA,2009Q3,0.335922432,393160,1766282.9,91.69255,0.8691745333,-1.8906782,102.043216
Japan,JPN,2009Q3,-0.652578736,121129100,513807875,97.32757,0.5433333333,10.892365999999999,107.759646
Latvia,LVA,2009Q3,-4.793359384,4556.1,19508.3,92.84911,13.86,-0.5310353999999999,99.554832
Lithuania,LTU,2009Q3,0.098817602,6549,32823.2,91.5599,7.8168253967,-0.5255192,99.072538
Luxembourg,LUX,2009Q3,2.0549586460000002,9553.8,26721.8,90.1,0.8691745333,-0.5677312,101.293402
Mexico,MEX,2009Q3,3.631869005,3222777.8,10288597.5,80.87737,4.9533333333,-1.5936566,101.513574
Netherlands,NLD,2009Q3,0.10470136,156966,590093,90.62,0.8691745333,15.420694000000001,101.72005
New Zealand,NZL,2009Q3,0.483793941,48369,207146,NA,2.7733333333,-0.07108984000000002,79.30995
Norway,NOR,2009Q3,0.046504343,628905,2172993,90.4,1.89333333333333,NA,105.357708
OECD,OECD,2009Q3,0.532920028,NA,NA,90.0843,NA,-101.94736,NA
OECDE,OECDE,2009Q3,0.460057,NA,NA,89.0948,NA,NA,NA
Poland,POL,2009Q3,0.731610464,345697.3,1535783.4000000001,90.51689,4.1766666667,-3.4075860000000002,100.033682
Portugal,PRT,2009Q3,0.85473909,44194.3,204882,91.93457,0.8691745333,-7.283690999999999,101.543018
Slovakia,SVK,2009Q3,1.801166338,16739.9,69652.90000000001,91.03237,0.8691745333,0.35733044999999997,100.232454
Slovenia,SVN,2009Q3,0.209869084,8875.7,37358.1,92.68,0.8691745333,-0.28281906,99.70616
South Korea,KOR,2009Q3,3.050657249,320180500,1176000000,89.03456,2.51,10.718947,74.384538
Spain,ESP,2009Q3,0.196990712,261523,1112240,92.03462,0.8691745333,-17.098536,101.61398
Sweden,SWE,2009Q3,0.056696877,830691,3271831,95.5398,0.1633333333,2.8744905,91.289606
Switzerland,CHE,2009Q3,0.873514851,153920.4,400124.3,101.0325,0.0730072519,5.388597,72.208408
Turkey,TUR,2009Q3,2.1594749,256925.9,1098083.9,62.90845,NA,-11.127226,143.868866
USMCA,USMCA,2009Q3,0.659501,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,2009Q3,0.124075582,394530,1836543,88.3,0.793473333333333,-31.98739,85.564428
United States,USA,2009Q3,0.351192395,3623204,11160487.1,91.11962,0.3,-127.676,79.93346
Australia,AUS,2009Q4,0.803104344,321978,979783.9,NA,3.9533333333,-4.477565,96.224424
Austria,AUT,2009Q4,0.257201817,72133.7,296017.6,89.29137,0.721912,-1.5051316,101.40507000000001
Belgium,BEL,2009Q4,0.715875583,88248.1,369304,90.31491,0.721912,5.1336225,101.981002
Canada,CAN,2009Q4,1.1618989770000001,406570,1753054,90.70319,0.2093333333,-0.9867684,100.359002
Chile,CHL,2009Q4,1.230024511,26429456.4,70810739.5,82.87408,0.4833333333,5.391267,NA
Colombia,COL,2009Q4,0.775757262,133056674.2,428296606.8,83.21097,4.31,0.25124123,NA
Costa Rica,CRI,2009Q4,1.661171192,4632180.5,15290195.1,79.48413,NA,-0.8156664,NA
Czechia,CZE,2009Q4,-0.012779394,990359,3848547,91.4,1.7730714286,2.5839932,106.04835800000001
Denmark,DNK,2009Q4,0.187729667,435871.9,1782347.6,91.4,1.5644152667,4.5062276,102.861508
EA20,EA20,2009Q4,0.443554,2449500.1,10211705.4,92.3,0.721912,NA,NA
Estonia,EST,2009Q4,0.502449232,3513.2,14067.5,87.00631,4.42,-0.31702862,100.19209000000001
European Union,EU27,2009Q4,0.463891,2801436.3,11597493.4,92,NA,21.297991,109.08172555555555
Finland,FIN,2009Q4,-0.707588546,47525,191725,90.63074,0.721912,1.48223437,101.922026
France,FRA,2009Q4,0.730592819,488749.6,2137884.4,93.8,0.721912,-25.947497,102.594838
G20,G20,2009Q4,1.43797,NA,NA,84.22437,NA,NA,NA
G7,G7,2009Q4,0.992685,NA,NA,91.95941,NA,-126.9036,NA
Germany,DEU,2009Q4,0.767975768,632913,2705396,92.91889,0.721912,60.99474000000001,102.688836
Greece,GRC,2009Q4,-0.157035334,59440.9,298914.3,96.4534,0.721912,-12.780075,100.131902
Hungary,HUN,2009Q4,-0.080674753,7285044,27779724,86.82458,7.4574513333,2.0944513000000002,115.132486
Iceland,ISL,2009Q4,-1.401486276,427967.1,1744860.6,83.6064,8.5766666667,0.12094064,NA
Ireland,IRL,2009Q4,-2.046975819,41450.5,155838.3,94.90843,0.721912,12.745353999999999,104.958796
Israel,ISR,2009Q4,1.1247762080000001,210992.8,890771.7,92.88991,0.8483106427,-0.9623822200000001,NA
Italy,ITA,2009Q4,0.268083654,423093.7,1796928.8,92.02525,0.721912,-3.6522669999999997,102.25007000000001
Japan,JPN,2009Q4,1.608194266,131283600,530976725,96.51311,0.5,19.429845,109.182284
Latvia,LVA,2009Q4,0.770334048,4603,19640.6,91.61096,11.25,-0.38233839999999997,98.621196
Lithuania,LTU,2009Q4,-1.659783967,6483.8,31680.5,90.8823,5.5067388167,-0.43536701,99.159084000000007
Luxembourg,LUX,2009Q4,1.329343496,10482.6,28085.8,90.26,0.721912,-1.2669616,101.439916
Mexico,MEX,2009Q4,2.182384617,3366871.2,10756782.7,81.88033,5.05,0.75863539,100.91728
Netherlands,NLD,2009Q4,0.655978631,157626,598106,90.08,0.721912,15.203841,101.932312
New Zealand,NZL,2009Q4,1.281150556,48783,213076,NA,2.79,-0.15262954,82.789388
Norway,NOR,2009Q4,0.038607554,630534,2219849,90.8,2.05333333333333,NA,110.18257200000001
OECD,OECD,2009Q4,0.932969733,NA,NA,90.32511,NA,-108.76038,NA
OECDE,OECDE,2009Q4,0.522928,NA,NA,89.76021,NA,NA,NA
Poland,POL,2009Q4,1.712293591,350165.2,1541955.3,90.84249,4.2133333333,-2.1069247,100.71272
Portugal,PRT,2009Q4,0.073804178,45882.5,215711,92.26697,0.721912,-7.340898,101.717766
Slovakia,SVK,2009Q4,2.050843048,16468.7,71393.7,91.27708,0.721912,0.5391062,100.366332
Slovenia,SVN,2009Q4,-0.056568898,8929.3,37541.8,93.17,0.721912,-0.137313282,99.734074
South Korea,KOR,2009Q4,0.732493087,322508000,1204612000,89.26964,2.8,10.188167,76.666624
Spain,ESP,2009Q4,-0.02418117,279507,1162493,93.16939,0.721912,-18.943308000000002,101.820686
Sweden,SWE,2009Q4,0.409852604,839873,3394425,95.96745,0.1766666667,1.839212,92.0117
Switzerland,CHE,2009Q4,0.595246901,155114.1,405412.6,101.6104,0.1063863427,5.721773,72.890182
Turkey,TUR,2009Q4,1.522319885,266742.2,1152312.1,65.58704,NA,-11.406196000000001,140.306004
USMCA,USMCA,2009Q4,1.191065,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,2009Q4,0.333369727,396209,1850620,88.9,0.595213333333333,-34.094660000000005,82.545904
United States,USA,2009Q4,1.080913651,3734738,11305542.6,91.11118,0.2233333333,-142.647,77.362706
Australia,AUS,2010Q1,0.444889052,315864,958317.4,NA,4.23,-0.6512546,100.121204
Austria,AUT,2010Q1,-0.35053803100000003,71795.2,283774.6,90.19913,0.6621355,-1.7711793,100.627768
Belgium,BEL,2010Q1,0.388071317,88887.8,361060.8,91.44471,0.6621355,6.173514,101.198446
Canada,CAN,2010Q1,1.211533092,391696,1721665,91.33527,0.1885,0.3878743,106.020804
Chile,CHL,2010Q1,0.323498697,25685167.4,70067681.10000001,83.61223,0.4833333333,3.1259984000000003,NA
Colombia,COL,2010Q1,0.928785838,128925650.9,409386117,84.68755,3.99,0.39219711,NA
Costa Rica,CRI,2010Q1,1.099276631,4842946.9,15710600.899999999,81.52996,NA,-1.1252223,NA
Czechia,CZE,2010Q1,0.7894359,990804,3687105,92.7,1.4999927536,1.8736967,105.59919599999999
Denmark,DNK,2010Q1,0.881377534,445377.9,1774968.5999999999,93.3,1.4090762333,4.5447299999999995,101.690952
EA20,EA20,2010Q1,0.390779,2309277.7,9970918.6,92.86,0.6621355,NA,NA
Estonia,EST,2010Q1,1.039325554,3516.9,14146.6,88.64697,2.24,-0.266674328,99.24534799999999
European Union,EU27,2010Q1,0.347791,2623165.8,11368920.3,92.68,NA,10.604263,105.0945
Finland,FIN,2010Q1,0.869684715,43720,184528,91.61651,0.6621355,-0.7409138,100.657678
France,FRA,2010Q1,0.329456944,492308.8,2112386.3000000003,94.57,0.6621355,-18.915528000000002,101.60187
G20,G20,2010Q1,1.27093,NA,NA,85.09631,NA,NA,NA
G7,G7,2010Q1,0.658406,NA,NA,92.55239,NA,-141.53280999999998,NA
Germany,DEU,2010Q1,0.727375281,636727,2613409,93.19877,0.6621355,49.12637,101.545122
Greece,GRC,2010Q1,-1.141043948,58372.6,277894.4,98.23129,0.6621355,-11.468617,99.290324
Hungary,HUN,2010Q1,0.138364113,6045812.4,27105493,88.89711,6.6732666667,1.9403142,115.325326
Iceland,ISL,2010Q1,-4.570427403,407810.3,1702605.5,84.78741,8.2533333333,0.15791039,NA
Ireland,IRL,2010Q1,2.193263693,41673.4,149218.4,94.90843,0.6621355,13.555361000000001,103.653712
Israel,ISR,2010Q1,1.626597443,214083.9,900488.8,92.08716,1.2998991168,-1.5576709000000002,NA
Italy,ITA,2010Q1,0.382680678,377722.1,1755004.8,92.49104,0.6621355,-8.227445,101.21114
Japan,JPN,2010Q1,1.239389194,124883700,518468675,96.81853,0.44,20.444932,113.084156
Latvia,LVA,2010Q1,0.002626659,3999.1,18873.3,92.19034,3.42,-0.450333,97.769592
Lithuania,LTU,2010Q1,0.699909885,6775.8,30541.3,92.253,2.394030303,-0.6335469,98.27458
Luxembourg,LUX,2010Q1,1.165744867,10380.4,27863,91.1,0.6621355,-1.3227032,100.850136
Mexico,MEX,2010Q1,0.42055931,3339962.3,10799504.1,83.84016,5.04,-0.40072092000000004,107.30002999999999
Netherlands,NLD,2010Q1,0.003197238,157755,591563,91.77,0.6621355,16.183485,101.187122
New Zealand,NZL,2010Q1,0.332558045,49947,207368,NA,2.7266666667,0.23737254000000002,84.35307999999999
Norway,NOR,2010Q1,2.107811748,656541,2226730,92.5,2.27333333333333,NA,113.06777199999999
OECD,OECD,2010Q1,0.664098698,NA,NA,91.08926,NA,-128.49931,NA
OECDE,OECDE,2010Q1,0.498415,NA,NA,90.51321,NA,NA,NA
Poland,POL,2010Q1,-0.325471525,349295,1601383.8,91.81929,4.1466666667,-3.6311859,104.842272
Portugal,PRT,2010Q1,0.89047758,43099.9,209426.69999999998,92.91981,0.6621355,-7.100371,101.105668
Slovakia,SVK,2010Q1,2.096215986,15852.7,69035,91.64415,0.6621355,0.08021666000000001,99.699784
