Pays,iso3,date,indicator,value
Canada,CAN,1969-Q4,short_term_interest,8.7275
Germany,DEU,1969-Q4,short_term_interest,7.98
United States,USA,1969-Q4,short_term_interest,8.596666666666668
Australia,AUS,1970-Q1,short_term_interest,6.416666666666667
Belgium,BEL,1970-Q1,short_term_interest,8.283333333333333
Canada,CAN,1970-Q1,short_term_interest,8.625833333333333
France,FRA,1970-Q1,short_term_interest,9.92
Germany,DEU,1970-Q1,short_term_interest,9.536666666666667
United States,USA,1970-Q1,short_term_interest,8.523333333333333
Australia,AUS,1970-Q2,short_term_interest,8.799999999999999
Belgium,BEL,1970-Q2,short_term_interest,8.016666666666667
Canada,CAN,1970-Q2,short_term_interest,7.6401666666666666
France,FRA,1970-Q2,short_term_interest,9.186666666666666
Germany,DEU,1970-Q2,short_term_interest,9.89
United States,USA,1970-Q2,short_term_interest,7.886666666666667
Australia,AUS,1970-Q3,short_term_interest,6.85
Belgium,BEL,1970-Q3,short_term_interest,7.816666666666666
Canada,CAN,1970-Q3,short_term_interest,7.3705
France,FRA,1970-Q3,short_term_interest,8.673333333333334
Germany,DEU,1970-Q3,short_term_interest,9.37
United States,USA,1970-Q3,short_term_interest,7.676666666666667
Australia,AUS,1970-Q4,short_term_interest,6.366666666666667
Belgium,BEL,1970-Q4,short_term_interest,7.116666666666666
Canada,CAN,1970-Q4,short_term_interest,6.179
France,FRA,1970-Q4,short_term_interest,7.92
Germany,DEU,1970-Q4,short_term_interest,8.83
United States,USA,1970-Q4,short_term_interest,6.17
Australia,AUS,1971-Q1,short_term_interest,7.3999999999999995
Belgium,BEL,1971-Q1,short_term_interest,5.816666666666666
Canada,CAN,1971-Q1,short_term_interest,5.113166666666666
France,FRA,1971-Q1,short_term_interest,6.376666666666667
Germany,DEU,1971-Q1,short_term_interest,7.476666666666667
United States,USA,1971-Q1,short_term_interest,4.4399999999999995
Australia,AUS,1971-Q2,short_term_interest,7.916666666666667
Belgium,BEL,1971-Q2,short_term_interest,4.8
Canada,CAN,1971-Q2,short_term_interest,3.8525
France,FRA,1971-Q2,short_term_interest,6.49
Germany,DEU,1971-Q2,short_term_interest,6.44
United States,USA,1971-Q2,short_term_interest,4.943333333333333
Australia,AUS,1971-Q3,short_term_interest,6.65
Belgium,BEL,1971-Q3,short_term_interest,4.733333333333333
Canada,CAN,1971-Q3,short_term_interest,4.592833333333333
France,FRA,1971-Q3,short_term_interest,6.37
Germany,DEU,1971-Q3,short_term_interest,7.6033333333333335
United States,USA,1971-Q3,short_term_interest,5.706666666666667
Australia,AUS,1971-Q4,short_term_interest,6.066666666666666
Belgium,BEL,1971-Q4,short_term_interest,4.666666666666666
Canada,CAN,1971-Q4,short_term_interest,4.718666666666667
France,FRA,1971-Q4,short_term_interest,5.91
Germany,DEU,1971-Q4,short_term_interest,7.073333333333333
United States,USA,1971-Q4,short_term_interest,4.93
Australia,AUS,1972-Q1,short_term_interest,5.533333333333333
Belgium,BEL,1972-Q1,short_term_interest,4.083333333333333
Canada,CAN,1972-Q1,short_term_interest,4.605333333333333
France,FRA,1972-Q1,short_term_interest,5.256666666666667
Germany,DEU,1972-Q1,short_term_interest,4.956666666666667
United States,USA,1972-Q1,short_term_interest,3.88
Australia,AUS,1972-Q2,short_term_interest,5.616666666666666
Belgium,BEL,1972-Q2,short_term_interest,3.5
Canada,CAN,1972-Q2,short_term_interest,5.761833333333334
France,FRA,1972-Q2,short_term_interest,5.14
Germany,DEU,1972-Q2,short_term_interest,4.713333333333334
United States,USA,1972-Q2,short_term_interest,4.55
Australia,AUS,1972-Q3,short_term_interest,4.566666666666666
Belgium,BEL,1972-Q3,short_term_interest,3.6
Canada,CAN,1972-Q3,short_term_interest,4.947
France,FRA,1972-Q3,short_term_interest,4.786666666666667
Germany,DEU,1972-Q3,short_term_interest,4.923333333333334
United States,USA,1972-Q3,short_term_interest,4.933333333333334
Australia,AUS,1972-Q4,short_term_interest,4.616666666666666
Belgium,BEL,1972-Q4,short_term_interest,4.133333333333333
Canada,CAN,1972-Q4,short_term_interest,5.078
France,FRA,1972-Q4,short_term_interest,6.843333333333334
Germany,DEU,1972-Q4,short_term_interest,7.85
United States,USA,1972-Q4,short_term_interest,5.3
Australia,AUS,1973-Q1,short_term_interest,4.983333333333333
Belgium,BEL,1973-Q1,short_term_interest,5.2
Canada,CAN,1973-Q1,short_term_interest,5.052
France,FRA,1973-Q1,short_term_interest,7.803333333333333
Germany,DEU,1973-Q1,short_term_interest,8.206666666666667
United States,USA,1973-Q1,short_term_interest,6.3999999999999995
Australia,AUS,1973-Q2,short_term_interest,6.2
Belgium,BEL,1973-Q2,short_term_interest,5.383333333333334
Canada,CAN,1973-Q2,short_term_interest,6.339166666666666
France,FRA,1973-Q2,short_term_interest,7.84
Germany,DEU,1973-Q2,short_term_interest,12.219999999999999
United States,USA,1973-Q2,short_term_interest,7.673333333333333
Australia,AUS,1973-Q3,short_term_interest,7.383333333333334
Belgium,BEL,1973-Q3,short_term_interest,6.916666666666666
Canada,CAN,1973-Q3,short_term_interest,8.2725
France,FRA,1973-Q3,short_term_interest,9.573333333333332
Germany,DEU,1973-Q3,short_term_interest,14.373333333333333
United States,USA,1973-Q3,short_term_interest,10.353333333333333
Australia,AUS,1973-Q4,short_term_interest,9.366666666666667
Belgium,BEL,1973-Q4,short_term_interest,7.65
Canada,CAN,1973-Q4,short_term_interest,9.541666666666666
France,FRA,1973-Q4,short_term_interest,11.299999999999999
Germany,DEU,1973-Q4,short_term_interest,13.77
New Zealand,NZL,1973-Q4,short_term_interest,7.88
United States,USA,1973-Q4,short_term_interest,9.236666666666666
Australia,AUS,1974-Q1,short_term_interest,9.616666666666667
Belgium,BEL,1974-Q1,short_term_interest,8.383333333333333
Canada,CAN,1974-Q1,short_term_interest,9.040166666666666
France,FRA,1974-Q1,short_term_interest,12.75
Germany,DEU,1974-Q1,short_term_interest,11.32
New Zealand,NZL,1974-Q1,short_term_interest,8.71
United States,USA,1974-Q1,short_term_interest,8.64
Australia,AUS,1974-Q2,short_term_interest,18.933333333333334
Belgium,BEL,1974-Q2,short_term_interest,10.216666666666667
Canada,CAN,1974-Q2,short_term_interest,11.1915
France,FRA,1974-Q2,short_term_interest,12.93
Germany,DEU,1974-Q2,short_term_interest,9.543333333333333
New Zealand,NZL,1974-Q2,short_term_interest,9.18
United States,USA,1974-Q2,short_term_interest,10.943333333333333
Australia,AUS,1974-Q3,short_term_interest,13.933333333333334
Belgium,BEL,1974-Q3,short_term_interest,11.75
Canada,CAN,1974-Q3,short_term_interest,11.664333333333333
France,FRA,1974-Q3,short_term_interest,14.006666666666668
Germany,DEU,1974-Q3,short_term_interest,9.606666666666667
New Zealand,NZL,1974-Q3,short_term_interest,11.21
United States,USA,1974-Q3,short_term_interest,12.026666666666667
Australia,AUS,1974-Q4,short_term_interest,10.15
Belgium,BEL,1974-Q4,short_term_interest,10.833333333333334
Canada,CAN,1974-Q4,short_term_interest,10.3215
France,FRA,1974-Q4,short_term_interest,12.39
Germany,DEU,1974-Q4,short_term_interest,9.139999999999999
New Zealand,NZL,1974-Q4,short_term_interest,12.5
United States,USA,1974-Q4,short_term_interest,9.366666666666667
Australia,AUS,1975-Q1,short_term_interest,8.9
Belgium,BEL,1975-Q1,short_term_interest,8.433333333333334
Canada,CAN,1975-Q1,short_term_interest,7.380333333333334
France,FRA,1975-Q1,short_term_interest,9.92
Germany,DEU,1975-Q1,short_term_interest,6.626666666666667
New Zealand,NZL,1975-Q1,short_term_interest,10.21
United States,USA,1975-Q1,short_term_interest,6.69
Australia,AUS,1975-Q2,short_term_interest,9.166666666666668
Belgium,BEL,1975-Q2,short_term_interest,6.583333333333333
Canada,CAN,1975-Q2,short_term_interest,7.2955
France,FRA,1975-Q2,short_term_interest,7.693333333333333
Germany,DEU,1975-Q2,short_term_interest,4.92
New Zealand,NZL,1975-Q2,short_term_interest,8.5
United States,USA,1975-Q2,short_term_interest,5.956666666666667
Australia,AUS,1975-Q3,short_term_interest,8.133333333333333
Belgium,BEL,1975-Q3,short_term_interest,6.116666666666666
Canada,CAN,1975-Q3,short_term_interest,8.259666666666666
France,FRA,1975-Q3,short_term_interest,7.166666666666667
Germany,DEU,1975-Q3,short_term_interest,4.156666666666666
New Zealand,NZL,1975-Q3,short_term_interest,7.253333333333333
United States,USA,1975-Q3,short_term_interest,6.816666666666666
Australia,AUS,1975-Q4,short_term_interest,7.9
Belgium,BEL,1975-Q4,short_term_interest,6.05
Canada,CAN,1975-Q4,short_term_interest,9.1595
France,FRA,1975-Q4,short_term_interest,6.913333333333333
